5,1000,0,0000,0,0000,0,0000,0,0000
3,1000,3,1000,0,0000,0,0000,0,0000
4,1000,3,1000,0,0000,0,0000,0,0000
5,1000,2,1000,1,1000,0,0000,0,0000
2,1000,1,1000,1,1000,0,0000,0,0000
3,2000,1,5000,0,0000,2,5000,0,0000
4,2000,3,2000,0,0000,0,0000,2,3000
2,5000,5,2000,1,9000,1,4000,1,1000
2,1000,3,3000,5,5000,0,0000,3,1000
3,1000,5,3000,4,4000,2,1000,2,1000
4,1000,4,3000,5,3000,4,5000,3,5000
8,1000,0,0000,7,3000,8,5000,0,0000
8,1000,0,0000,0,0000,7,5000,9,5000
8,1000,0,0000,5,3000,5,5000,8,5000
4,1000,5,2000,6,3000,7,4000,6,5000
8,1000,5,2000,7,3000,8,5000,8,5000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,0,0000,0,0000,0,0000,0,0000
8,1000,2,2000,0,0000,0,0000,0,0000
8,1000,2,2000,0,0000,0,0000,0,0000
8,1000,2,2000,0,0000,0,0000,0,0000
8,1000,2,2000,0,0000,0,0000,0,0000
8,1000,2,2000,0,0000,0,0000,0,0000
8,1000,2,2000,0,0000,0,0000,0,0000
8,1000,2,2000,0,0000,0,0000,0,0000
8,1000,2,2000,0,0000,0,0000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
8,1000,2,2000,0,0000,4,3000,0,0000
